CONTENIDO,,,,,,,,

1,"Divorcios por grupos de edad del esposo, según grupos de edad de la esposa, al momento de la sentencia",,,,,,,
2,"Divorcios por pueblo de pertenencia del hombre, según pueblo de pertenencia de la mujer",,,,,,,
3,"Divorcios por mes registro, según departamento de registro",,,,,,,
4,"Divorcios por subgrupos ocupacionales de la mujer, según subgrupos ocupacionales del hombre",,,,,,,
5,"Divorcios por mes de ocurrencia, según día de ocurrencia",,,,,,,
" Divorcios por grupos de edad del esposo, según grupos de edad de la esposa, al momento de la sentencia, año 2015 ",,,,,,,,,,,,,,
 Edad de la esposa , Total , Edad del esposo ,,,,,,,,,,,,
,, Menos de 15 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60 y más , Ignorado ,
 Todas las edades , 5.726   , -     , 17   , 266   , 597   , 596   , 412   , 253   , 160   , 96   , 57   , 78   , 3.194   ,
 Menos de 15 , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     ,
 15 - 19 , 105   , -     , 6   , 57   , 23   , 6   , 6   , 2   , 1   , 1   , -     , -     , 3   ,
 20 - 24 , 520   , -     , 8   , 149   , 235   , 82   , 24   , 10   , 4   , -     , 1   , -     , 7   ,
 25 - 29 , 639   , -     , 2   , 49   , 253   , 221   , 55   , 17   , 12   , 1   , -     , 2   , 27   ,
 30 - 34 , 515   , -     , 1   , 6   , 60   , 196   , 144   , 39   , 17   , 5   , 1   , 2   , 44   ,
 35 - 39 , 332   , -     , -     , 2   , 6   , 42   , 118   , 71   , 25   , 10   , 6   , 5   , 47   ,
 40 - 44 , 211   , -     , -     , -     , 4   , 7   , 17   , 61   , 42   , 20   , 8   , 8   , 44   ,
 45 - 49 , 94   , -     , -     , 1   , 2   , 3   , 7   , 10   , 25   , 21   , 5   , 1   , 19   ,
 50 - 54 , 67   , -     , -     , -     , -     , 1   , 2   , 1   , 3   , 16   , 16   , 11   , 17   ,
 55 - 59 , 37   , -     , -     , -     , 1   , -     , 1   , 1   , 1   , 2   , 9   , 15   , 7   ,
 60 y más , 31   , -     , -     , -     , -     , -     , -     , -     , 1   , 2   , 2   , 20   , 6   ,
 Ignorado , 3.175   , -     , -     , 2   , 13   , 38   , 38   , 41   , 29   , 18   , 9   , 14   , 2.973   ,
" Divorcios por pueblo de pertenencia del hombre, según pueblo de pertenencia de la mujer, año 2015 ",,,,,,,
 Pueblo de pertenencia de la mujer , Total , Pueblo de pertenencia del hombre ,,,,,
,, Maya , Garífuna , Xinka , Mestizo / ladino , Otro , Ignorado 
 Todos los pueblos , 5.726 , 345 , 2 , - , 1.925 , 15 , 3.439 
 Maya , 334 , 228 , 1 , - , 47 , 1 , 57 
 Garífuna , 1 , - , 1 , - , - , - , - 
 Xinka , - , - , - , - , - , - , - 
 Mestizo / ladino , 1.983 , 71 , - , - , 1.593 , 7 , 312 
 Otro , 12 , 3 , - , - , 5 , 1 , 3 
 Ignorado , 3.396 , 43 , - , - , 280 , 6 , 3.067 
" Divorcios por mes de registro, según departamento de registro, año 2015 ",,,,,,,,,,,,,
Departamento de registro,Total,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
19, 278   , 26   , 33   , 35   , 37   , 1   , 32   , 29   , -     , 21   , 27   , 25   , 12   
20, 243   , -     , 25   , 21   , 26   , -     , 27   , 36   , 31   , 42   , 1   , 14   , 20   
21, 168   , -     , 22   , 18   , 1   , 25   , 31   , 1   , 27   , 10   , -     , 23   , 10   
22, 162   , 20   , 21   , 31   , -     , 15   , 22   , -     , 25   , -     , 9   , 19   , -     
23, 259   , 24   , 30   , 25   , 34   , 54   , -     , 34   , 14   , -     , 26   , 18   , -     
24, 196   , 27   , -     , -     , 29   , 38   , -     , 22   , 30   , 15   , 34   , -     , 1   
25, 192   , 26   , -     , -     , 26   , 28   , 28   , 25   , -     , 24   , 35   , -     , -     
26, 247   , 11   , 26   , 22   , 31   , -     , 32   , 30   , -     , 26   , 31   , 29   , 9   
27, 237   , 1   , 34   , 26   , 23   , -     , 32   , 32   , 34   , 26   , -     , 20   , 9   
28, 175   , 2   , 29   , 2   , -     , 27   , 35   , -     , 27   , 21   , 1   , 15   , 16   
29, 124   , 22   , -     , -     , -     , 24   , 3   , -     , 25   , -     , 33   , 17   , -     
30, 181   , 14   , -     , -     , 32   , 29   , -     , 14   , 37   , 1   , 38   , 16   , -     
31, 127   , 27   , -     , -     , -     , 24   , -     , 27   , 17   , -     , 32   , -     , -     
CONTENIDO,,,,,,,,

1,"Divorcios por grupos de edad del esposo, según grupos de edad de la esposa, al momento de la sentencia",,,,,,,
2,"Divorcios por pueblo de pertenencia del hombre, según pueblo de pertenencia de la mujer",,,,,,,
3,"Divorcios por mes registro, según departamento de registro",,,,,,,
4,"Divorcios por subgrupos ocupacionales de la mujer, según subgrupos ocupacionales del hombre",,,,,,,
5,"Divorcios por mes de ocurrencia, según día de ocurrencia",,,,,,,
" Divorcios por grupos de edad del esposo, según grupos de edad de la esposa, al momento de la sentencia, año 2016 ",,,,,,,,,,,,,,
 Edad de la esposa , Total , Edad del esposo ,,,,,,,,,,,,
,, Menos de 15 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60 y más , Ignorado ,
 Todas las edades , 5.665   , -     , 10   , 276   , 638   , 630   , 416   , 278   , 162   , 122   , 82   , 88   , 2.963   ,
 Menos de 15 , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     ,
 15 - 19 , 98   , -     , 4   , 61   , 25   , 5   , 3   , -     , -     , -     , -     , -     , -     ,
 20 - 24 , 536   , -     , 4   , 177   , 209   , 96   , 29   , 7   , 3   , 3   , -     , 2   , 6   ,
 25 - 29 , 682   , -     , 1   , 31   , 294   , 224   , 71   , 23   , 6   , 4   , 2   , 4   , 22   ,
 30 - 34 , 525   , -     , -     , 7   , 78   , 202   , 131   , 46   , 9   , 4   , 4   , 1   , 43   ,
 35 - 39 , 347   , -     , -     , -     , 19   , 54   , 108   , 80   , 25   , 4   , 6   , 6   , 45   ,
 40 - 44 , 218   , -     , -     , -     , 5   , 7   , 24   , 68   , 44   , 18   , 6   , 4   , 42   ,
 45 - 49 , 134   , -     , -     , -     , 1   , 5   , 6   , 13   , 30   , 30   , 14   , 12   , 23   ,
 50 - 54 , 71   , -     , -     , -     , -     , 1   , 1   , 2   , 8   , 24   , 14   , 11   , 10   ,
 55 - 59 , 42   , -     , -     , -     , -     , -     , -     , 2   , 2   , 3   , 12   , 10   , 13   ,
 60 y más , 30   , -     , -     , -     , -     , -     , -     , -     , 1   , -     , 4   , 20   , 5   ,
 Ignorado , 2.982   , -     , 1   , -     , 7   , 36   , 43   , 37   , 34   , 32   , 20   , 18   , 2.754   ,
" Divorcios por pueblo de pertenencia del hombre, según pueblo de pertenencia de la mujer, año 2016 ",,,,,,,
 Pueblo de pertenencia de la mujer , Total , Pueblo de pertenencia del hombre ,,,,,
,, Maya , Garífuna , Xinka , Mestizo / ladino , Otro , Ignorado 
 Todos los pueblos , 5.665 , 386 , 1 , - , 2.042 , 15 , 3.221 
 Maya , 361 , 280 , - , - , 43 , 3 , 35 
 Garífuna , 2 , - , 1 , - , - , - , 1 
 Xinka , - , - , - , - , - , - , - 
 Mestizo / ladino , 2.061 , 60 , - , - , 1.688 , 5 , 308 
 Otro , 20 , 4 , - , - , 9 , 6 , 1 
 Ignorado , 3.221 , 42 , - , - , 302 , 1 , 2.876 
" Divorcios por mes de registro, según departamento de registro, año 2016 ",,,,,,,,,,,,,
Departamento de registro,Total,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
Todos los departamentos, 5.665 , 405 , 442 , 567 , 448 , 490 , 497 , 395 , 498 , 525 , 525 , 430 , 443 
Guatemala, 2.280 , 138 , 195 , 272 , 178 , 205 , 209 , 151 , 180 , 215 , 238 , 145 , 154 
El Progreso, 94 , 6 , 5 , 4 , 7 , 8 , 7 , 6 , 8 , 7 , 10 , 10 , 16 
Sacatepequez, 110 , 9 , 5 , 13 , 12 , 16 , 11 , 6 , 9 , 7 , 9 , 9 , 4 
Chimaltenango, 101 , 4 , 9 , 7 , 8 , 11 , 3 , 7 , 10 , 10 , 18 , 9 , 5 
Escuintla, 290 , 20 , 12 , 24 , 23 , 36 , 31 , 24 , 18 , 39 , 12 , 23 , 28 
Santa Rosa, 152 , 10 , 9 , 12 , 6 , 16 , 21 , 17 , 18 , 12 , 10 , 8 , 13 
Solola, 61 , 4 , 2 , 3 , 8 , 6 , 7 , 5 , 10 , 5 , 2 , 4 , 5 
Totonicapan, 83 , 9 , 9 , 9 , 4 , 8 , 6 , 1 , 7 , 9 , 10 , 6 , 5 
Quetzaltenango, 386 , 25 , 35 , 41 , 25 , 27 , 40 , 24 , 31 , 38 , 32 , 38 , 30 
Suchitepequez, 167 , 21 , 12 , 15 , 17 , 14 , 13 , 15 , 15 , 8 , 16 , 8 , 13 
Retalhuleu, 204 , 16 , 15 , 28 , 16 , 12 , 14 , 16 , 23 , 18 , 22 , 13 , 11 
San Marcos, 215 , 18 , 12 , 18 , 17 , 15 , 22 , 12 , 20 , 19 , 21 , 20 , 21 
Huehuetenango, 171 , 10 , 17 , 18 , 9 , 19 , 16 , 19 , 7 , 11 , 9 , 10 , 26 
Quiche, 159 , 19 , 12 , 6 , 9 , 10 , 14 , 15 , 13 , 18 , 17 , 18 , 8 
Baja Verapaz, 107 , 6 , 9 , 5 , 8 , 6 , 6 , 12 , 12 , 14 , 9 , 10 , 10 
Alta Verapaz, 120 , 5 , 9 , 19 , 4 , 11 , 7 , 10 , 8 , 13 , 12 , 9 , 13 
Peten, 140 , 9 , 13 , 15 , 13 , 9 , 9 , 6 , 17 , 12 , 14 , 11 , 12 
Izabal, 184 , 11 , 14 , 7 , 20 , 15 , 13 , 6 , 33 , 15 , 15 , 21 , 14 
Zacapa, 140 , 10 , 13 , 6 , 7 , 7 , 10 , 11 , 15 , 19 , 20 , 11 , 11 
Chiquimula, 145 , 19 , 7 , 11 , 8 , 15 , 10 , 9 , 12 , 12 , 13 , 13 , 16 
Jalapa, 140 , 13 , 9 , 10 , 14 , 9 , 16 , 11 , 12 , 12 , - , 21 , 13 
Jutiapa, 216 , 23 , 19 , 24 , 35 , 15 , 12 , 12 , 20 , 12 , 16 , 13 , 15 
" Divorcios por subgrupos ocupacionales de la mujer, según subgrupos ocupacionales del hombre, año 2016 ",,,,,,,,,,,,,
 Subgrupos ocupacionales del hombre , Subgrupos ocupacionales de la mujer ,,,,,,,,,,,,
, Total , Ocupaciones militares , Directores y gerentes , Profesionales científicos e intelectuales , Técnicos y profesionales de nivel medio , Personal de apoyo administrativo , Trabajadores de los servicios y vendedores de comercios y mercados ," Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros "," Oficiales, operarios y artesanos de artes mecánicas y de otros oficios ", Operadores de intalaciones y máquinas y ensambladores , Ocupaciones elementales , Ocupación  no especificada , Ignorado 
 Todos los grupos ocupacionales , 5.665 , - , 12 , 450 , 147 , 396 , 137 , - , 32 , 24 , 7 , 2.926 , 1.534 
 Ocupaciones militares , 13 , - , - , 4 , 1 , - , - , - , 1 , - , - , 6 , 1 
 Directores y gerentes , 13 , - , 1 , 3 , - , 1 , 1 , - , - , - , - , 5 , 2 
 Profesionales científicos e intelectuales , 376 , - , 3 , 135 , 16 , 44 , 9 , - , 2 , - , - , 136 , 31 
 Técnicos y profesionales de nivel medio , 351 , - , 3 , 72 , 37 , 82 , 2 , - , - , - , - , 132 , 23 
 Personal de apoyo administrativo , 225 , - , 1 , 26 , 8 , 62 , 11 , - , - , - , - , 98 , 19 
 Trabajadores de los servicios y vendedores de comercios y mercados , 340 , - , - , 32 , 14 , 31 , 32 , - , 2 , 2 , - , 198 , 29 
" Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros ", 11 , - , - , - , 1 , - , - , - , - , - , - , 7 , 3 
" Oficiales, operarios y artesanos de artes mecánicas y de otros oficios ", 273 , - , - , 13 , 14 , 25 , 10 , - , 8 , 2 , - , 179 , 22 
 Operadores de instalaciones y máquinas y ensambladores , 162 , - , - , 15 , 5 , 18 , 15 , - , 2 , 6 , - , 90 , 11 
 Ocupaciones elementales , 811 , - , - , 17 , 5 , 16 , 13 , - , 9 , 4 , 1 , 662 , 84 
 No especificado en otro grupo , 1.646 , - , 2 , 115 , 38 , 100 , 34 , - , 6 , 9 , 4 , 1.239 , 99 
 Ignorado , 1.444 , - , 2 , 18 , 8 , 17 , 10 , - , 2 , 1 , 2 , 174 , 1.210 

"Divorcios por mes de ocurrencia, según día de ocurrencia, año 2016",,,,,,,,,,,,,
Día de ocurrencia,Total,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
Todos los días, 5.665   , 404   , 557   , 462   , 541   , 459   , 568   , 540   , 557   , 481   , 482   , 370   , 244   
1, 170   , -     , 27   , 27   , 26   , 1   , 18   , 2   , 23   , 28   , -     , -     , 18   
2, 175   , -     , 31   , 17   , -     , 3   , 27   , -     , 18   , 22   , -     , 45   , 12   
3, 163   , -     , 21   , 15   , 1   , 18   , 29   , -     , 24   , -     , 30   , 25   , -     
4, 212   , 15   , 23   , 15   , 33   , 19   , -     , 35   , 26   , -     , 24   , 22   , -     
5, 196   , 15   , 19   , -     , 23   , 20   , -     , 39   , 16   , 31   , 12   , 1   , 20   
6, 191   , 13   , 1   , -     , 28   , 20   , 32   , 17   , -     , 19   , 37   , -     , 24   
7, 227   , 18   , 1   , 35   , 32   , -     , 23   , 21   , -     , 31   , 28   , 23   , 15   
8, 252   , 23   , 37   , 27   , 14   , -     , 27   , 31   , 43   , 27   , -     , 15   , 8   
9, 151   , -     , 21   , 21   , -     , 24   , 29   , -     , 19   , 14   , -     , 9   , 14   
10, 163   , -     , 24   , 25   , -     , 13   , 31   , -     , 22   , 2   , 29   , 17   , -     
11, 214   , 21   , 40   , 18   , 28   , 26   , 1   , 24   , 25   , -     , 16   , 15   , -     
12, 211   , 16   , 24   , -     , 30   , 18   , 1   , 24   , 24   , 38   , 29   , -     , 7   
13, 158   , 18   , -     , -     , 30   , 20   , 21   , 13   , -     , 22   , 22   , -     , 12   
14, 201   , 13   , -     , 19   , 33   , 1   , 32   , 28   , 1   , 29   , 24   , 13   , 8   
15, 203   , 23   , 30   , 28   , 14   , -     , 36   , 24   , 22   , 1   , 1   , 12   , 12   
16, 171   , -     , 30   , 23   , -     , 34   , 25   , 1   , 26   , 6   , 1   , 15   , 10   
17, 152   , -     , 27   , 21   , -     , 29   , 18   , -     , 19   , 1   , 25   , 12   , -     
18, 224   , 20   , 24   , 27   , 29   , 21   , -     , 35   , 27   , -     , 21   , 20   , -     
19, 209   , 26   , 23   , -     , 22   , 12   , -     , 30   , 29   , 26   , 27   , -     , 14   
20, 163   , 22   , 1   , -     , 26   , 22   , 29   , 28   , -     , 20   , -     , 1   , 14   
21, 214   , 26   , 1   , 28   , 24   , -     , 26   , 29   , 1   , 16   , 36   , 17   , 10   
22, 235   , 31   , 31   , 21   , 25   , -     , 23   , 28   , 20   , 27   , 1   , 16   , 12   
23, 132   , -     , 31   , -     , 1   , 21   , 22   , 1   , 25   , 14   , -     , 16   , 1   
24, 108   , 2   , 14   , -     , -     , 17   , 26   , -     , 17   , -     , 20   , 12   , -     
25, 203   , 28   , 27   , 1   , 28   , 17   , -     , 25   , 31   , -     , 32   , 14   , -     
26, 194   , 23   , 24   , -     , 18   , 36   , -     , 24   , 25   , 26   , 18   , -     , -     
27, 144   , 11   , 1   , -     , 24   , 24   , 20   , 28   , -     , 12   , 13   , -     , 11   
28, 213   , 19   , 1   , 23   , 29   , -     , 24   , 29   , -     , 22   , 33   , 19   , 14   
29, 212   , 21   , 23   , 27   , 22   , -     , 22   , 24   , 24   , 28   , 1   , 13   , 7   
30, 138   , -     , -     , 23   , 1   , 22   , 26   , -     , 27   , 19   , 1   , 18   , 1   
31, 66   , -     , -     , 21   , -     , 21   , -     , -     , 23   , -     , 1   , -     , -     
