DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
5,0510,11,2014,8,8,5,0505,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2211,11,2014,12,5,22,2211,999,999,9,9,320,320,9,9,61,NEOG
1,0115,11,2014,2,10,1,0108,999,999,9,9,320,320,1,1,52,NEOG
1,0101,11,2014,12,8,1,0101,999,999,9,9,320,320,1,1,NEOG,NEOG
1,0101,11,2014,14,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
22,2201,11,2014,8,8,22,2201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,0606,11,2014,7,10,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
17,1705,11,2014,7,7,17,1705,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0102,11,2014,22,10,1,0101,999,999,9,9,320,320,9,9,83,NEOG
1,0101,11,2014,14,10,1,0108,999,999,9,9,320,320,9,9,71,NEOG
18,1804,11,2014,30,7,18,1804,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
9,0920,11,2014,14,10,9,0920,999,999,9,9,320,320,9,9,21,26
19,1901,11,2014,6,8,20,2001,999,999,9,9,320,320,9,9,NEOG,NEOG
18,1801,11,2014,15,10,18,1801,999,999,9,9,320,320,9,9,NEOG,IGNORADO
1,0101,11,2014,12,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,11,3,1,0101,999,999,9,9,320,320,9,9,NEOG,23
1,0101,11,2014,21,8,6,0609,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,31,7,1,0101,999,999,9,9,320,320,1,9,NEOG,NEOG
1,0101,11,2014,11,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,1,10,1,0106,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,7,8,1,0101,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
1,0101,11,2014,11,9,14,1420,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
15,1508,11,2014,31,7,15,1508,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2215,11,2014,9,10,22,2215,999,999,9,9,320,320,9,9,61,IGNORADO
1,0101,11,2014,28,7,1,0108,999,999,9,9,320,320,9,9,35,23
6,0609,11,2014,6,10,6,0609,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
15,1503,11,2014,8,8,15,1503,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,7,4,6,0603,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,9,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,28,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,1,10,1,0101,999,999,9,9,320,320,9,9,35,41
14,1401,11,2014,7,7,14,1401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,6,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,22,9,1,0101,999,999,9,9,320,320,9,9,72,NEOG
1,0101,11,2014,12,6,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,22,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,28,7,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,22,9,1,0101,999,999,9,9,320,320,1,9,NEOG,NEOG
12,1213,11,2014,12,9,12,1213,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0114,11,2014,7,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,25,6,1,0108,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,6,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2201,11,2014,8,10,22,2201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,4,9,1,0115,999,999,9,9,320,320,9,1,61,NEOG
22,2205,11,2014,13,8,22,2205,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0115,11,2014,16,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
3,0301,11,2014,10,10,1,0101,999,999,9,9,320,320,1,1,NEOG,NEOG
10,1006,11,2014,17,9,10,1006,999,999,9,9,320,320,9,9,61,NEOG
1,0116,11,2014,9,7,1,0116,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0116,11,2014,8,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0116,11,2014,6,10,1,0116,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0115,11,2014,6,10,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
6,0608,11,2014,17,10,6,0608,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,27,8,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
10,1001,11,2014,2,10,10,1001,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
9,0920,11,2014,30,9,9,0920,999,999,9,9,320,320,9,9,23,NEOG
1,0101,11,2014,27,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
13,1312,11,2014,8,8,13,1312,999,999,9,9,320,320,1,9,43,NEOG
1,0108,11,2014,3,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,5,8,1,0101,999,999,9,9,320,320,9,9,24,26
7,0704,11,2014,27,6,7,0704,999,999,9,9,320,320,9,1,75,NEOG
8,0801,11,2014,16,9,8,0801,999,999,9,9,320,320,1,9,75,NEOG
5,0513,11,2014,3,7,5,0513,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,0401,11,2014,4,9,4,0401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0512,11,2014,27,8,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,28,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,9,7,1,0101,999,999,9,9,320,320,9,9,21,NEOG
2,0207,11,2014,28,8,2,0207,999,999,9,9,320,320,9,9,61,NEOG
1,0101,11,2014,29,9,1,0101,999,999,9,9,320,320,9,1,NEOG,NEOG
1,0115,11,2014,3,9,1,0101,999,999,9,9,320,320,9,9,31,23
1,0101,11,2014,2,10,1,0101,999,999,9,9,320,320,9,9,21,NEOG
13,1304,11,2014,2,10,13,1304,999,999,9,9,320,320,9,9,61,IGNORADO
22,2208,11,2014,14,10,22,2208,999,999,9,9,320,320,1,9,61,NEOG
1,0101,11,2014,16,9,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,0401,11,2014,3,6,4,0401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
21,2101,11,2014,27,10,21,2106,999,999,9,9,320,320,9,9,61,43
1,0114,11,2014,3,4,1,0114,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,0901,11,2014,28,7,9,0901,999,999,9,9,320,320,9,9,52,26
1,0101,11,2014,18,8,16,1601,999,999,9,9,320,320,9,9,01,23
1,0101,11,2014,28,8,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,5,8,1,0101,999,999,9,9,320,320,9,1,43,43
1,0101,11,2014,10,9,1,0101,999,999,9,9,320,320,9,9,74,NEOG
21,2101,11,2014,4,9,21,2101,999,999,9,9,320,320,1,9,23,23
21,2101,11,2014,10,10,21,2101,999,999,9,9,320,320,9,9,92,NEOG
22,2201,11,2014,30,9,22,2201,999,999,9,9,320,320,9,9,92,IGNORADO
7,0701,11,2014,14,4,7,0712,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0309,11,2014,12,2,3,0309,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,0401,11,2014,7,7,20,2001,999,999,9,9,320,320,9,9,83,IGNORADO
1,0101,11,2014,12,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0115,11,2014,18,9,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,17,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0115,11,2014,14,8,1,0114,999,999,9,9,320,320,1,9,NEOG,NEOG
9,0917,11,2014,24,9,1,0115,999,999,9,9,320,320,9,9,IGNORADO,NEOG
1,0101,11,2014,13,8,1,0101,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
4,0401,11,2014,8,10,4,0401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
15,1501,11,2014,16,5,15,1501,999,999,9,9,320,320,9,9,52,NEOG
1,0101,11,2014,9,6,1,0101,999,999,9,9,320,320,9,9,43,43
1,0101,11,2014,21,8,1,0101,999,999,9,9,320,320,9,9,72,NEOG
1,0101,11,2014,13,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,16,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,23,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,2,10,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,29,4,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,9,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,5,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
18,1801,11,2014,21,7,18,1804,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,1,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
10,1002,11,2014,9,10,10,1002,999,999,9,9,320,320,9,9,NEOG,23
1,0101,11,2014,30,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,9,10,1,0101,999,999,9,9,320,320,9,9,26,NEOG
11,1101,11,2014,23,7,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
2,0208,11,2014,29,9,2,0208,999,999,9,9,320,320,9,9,61,NEOG
1,0101,11,2014,8,8,1,0108,999,999,9,9,320,320,1,9,34,NEOG
11,1106,11,2014,3,10,10,1008,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,11,2014,31,7,11,1105,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,7,5,1,0108,999,999,9,9,320,320,1,1,24,34
1,0101,11,2014,25,2,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
17,1712,11,2014,16,10,17,1712,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,11,2014,3,10,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,25,7,9,0920,999,999,9,9,320,320,9,1,23,22
1,0101,11,2014,6,10,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,1,10,1,0101,999,999,9,9,320,320,9,9,83,41
1,0101,11,2014,24,7,1,0108,999,999,9,9,320,320,9,9,21,43
1,0101,11,2014,22,9,20,2001,999,999,9,9,320,320,9,1,NEOG,NEOG
1,0101,11,2014,23,10,1,0117,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,0920,11,2014,7,7,9,0920,999,999,9,9,320,320,9,9,92,NEOG
1,0101,11,2014,22,5,1,0108,999,999,9,9,320,320,1,1,NEOG,NEOG
12,1213,11,2014,14,5,12,1213,999,999,9,9,320,320,9,9,61,NEOG
1,0101,11,2014,25,9,9,0917,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,29,9,1,0103,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
12,1202,11,2014,7,10,12,1202,999,999,9,9,320,320,9,1,61,NEOG
13,1326,11,2014,21,7,13,1326,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,0901,11,2014,25,3,9,0901,999,999,9,9,320,320,9,9,35,NEOG
1,0101,11,2014,3,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,75
1,0101,11,2014,11,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,2,1,1,0101,999,999,9,9,320,320,9,9,22,NEOG
1,0101,11,2014,29,9,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,5,9,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,5,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,25,4,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,22,8,1,0102,999,999,9,9,320,320,9,9,NEOG,NEOG
20,2001,11,2014,28,8,20,2001,999,999,9,9,320,320,9,9,NEOG,IGNORADO
9,0923,11,2014,2,9,9,0923,999,999,9,9,320,320,9,9,61,NEOG
15,1502,11,2014,4,9,15,1502,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
11,1101,11,2014,7,10,6,0614,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,11,2014,23,9,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0115,11,2014,13,10,1,0114,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,31,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,9,10,5,0511,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
14,1413,11,2014,1,10,14,1413,999,999,9,9,320,320,9,9,81,NEOG
17,1712,11,2014,9,9,17,1712,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,11,2014,28,10,10,1003,999,999,9,9,320,320,9,9,33,23
1,0101,11,2014,9,10,1,0103,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,0403,11,2014,16,10,4,0403,999,999,9,9,320,320,9,9,61,NEOG
22,2201,11,2014,10,11,22,2201,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
1,0101,11,2014,28,8,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,11,2014,14,10,9,0919,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2001,11,2014,22,9,20,2001,999,999,9,9,320,320,9,9,23,IGNORADO
1,0101,11,2014,1,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,12,9,1,0101,999,999,9,9,320,320,1,9,NEOG,NEOG
1,0101,11,2014,27,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
14,1413,11,2014,15,4,14,1413,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,3,7,1,0101,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
14,1412,11,2014,7,8,14,1412,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0108,11,2014,4,6,1,0108,999,999,9,9,320,320,1,9,72,NEOG
1,0115,11,2014,14,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
19,1905,11,2014,23,9,19,1905,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
2,0204,11,2014,28,8,2,0204,999,999,9,9,320,320,9,9,71,NEOG
13,1320,11,2014,15,8,13,1320,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,28,9,1,0115,999,999,9,9,320,320,1,9,NEOG,43
5,0511,11,2014,7,3,1,0115,999,999,9,9,320,320,9,9,61,IGNORADO
1,0117,11,2014,2,10,1,0101,999,999,9,9,320,320,9,9,33,41
14,1404,11,2014,11,2,14,1404,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,0404,11,2014,25,9,4,0404,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,1,7,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,3,10,1,0101,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
1,0101,11,2014,3,6,22,2204,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,23,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
3,0301,11,2014,4,7,3,0306,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,19,8,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,9,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,7,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
15,1504,11,2014,28,8,15,1504,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,16,10,1,0115,999,999,9,9,320,320,1,9,NEOG,NEOG
9,0919,11,2014,14,10,9,0919,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
21,2101,11,2014,23,10,21,2101,999,999,9,9,320,320,9,9,92,NEOG
21,2101,11,2014,23,10,21,2101,999,999,9,9,320,320,9,1,NEOG,23
1,0101,11,2014,19,9,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,11,2014,28,4,10,1001,999,999,9,9,320,320,9,9,NEOG,IGNORADO
1,0101,11,2014,7,8,1,0101,999,999,9,9,320,320,9,9,34,23
1,0117,11,2014,25,8,1,0101,999,999,9,9,320,320,9,9,52,NEOG
9,0924,11,2014,29,9,9,0924,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,11,2014,27,8,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2205,11,2014,11,11,22,2205,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,23,10,1,0108,999,999,9,9,320,320,9,9,NEOG,IGNORADO
11,1101,11,2014,11,11,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,9,6,3,0306,999,999,9,9,320,320,9,9,61,IGNORADO
1,0101,11,2014,14,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,16,9,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1326,11,2014,25,7,14,1405,999,999,9,9,320,320,9,9,61,NEOG
9,0920,11,2014,9,9,9,0920,999,999,9,9,320,320,9,9,61,NEOG
10,1001,11,2014,6,11,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,0920,11,2014,30,9,9,0920,999,999,9,9,320,320,9,9,92,NEOG
6,0601,11,2014,22,10,6,0601,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2011,11,2014,30,9,20,2011,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,27,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
5,0502,11,2014,10,9,5,0504,999,999,9,9,320,320,9,9,NEOG,43
2,0201,11,2014,3,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
5,0506,11,2014,9,6,5,0506,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
1,0101,11,2014,8,10,4,0401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,1,9,10,1009,999,999,9,9,320,320,9,9,61,NEOG
1,0101,11,2014,8,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
20,2008,11,2014,8,10,20,2008,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,11,2014,13,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2014,24,7,6,0602,999,999,9,9,320,320,9,9,92,NEOG
1,0101,12,2014,9,10,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,12,2014,16,10,1,0101,999,999,9,9,320,320,9,1,NEOG,21
1,0101,12,2014,7,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,12,2014,9,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,12,2014,22,4,6,0606,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,23,10,1,0101,999,999,9,9,320,320,9,1,NEOG,NEOG
1,0115,12,2014,7,10,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
13,1307,12,2014,11,8,13,1307,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1301,12,2014,7,10,13,1301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1309,12,2014,7,10,13,1301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1301,12,2014,5,9,13,1301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,13,8,1,0101,999,999,9,9,320,320,9,9,21,IGNORADO
1,0101,12,2014,8,10,2,0203,999,999,9,9,320,320,9,9,92,NEOG
1,0115,12,2014,7,11,15,1503,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,18,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
9,0901,12,2014,14,7,14,1412,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
1,0101,12,2014,10,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
2,0201,12,2014,7,1,16,1601,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0108,12,2014,24,7,1,0108,999,999,9,9,320,320,1,1,NEOG,NEOG
13,1311,12,2014,21,11,13,1301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0502,12,2014,14,8,5,0502,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,27,10,1,0101,999,999,9,9,320,320,9,9,23,23
1,0115,12,2014,18,9,1,0101,999,999,9,9,320,320,9,9,93,IGNORADO
10,1001,12,2014,7,11,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,2,9,1,0101,999,999,9,9,320,320,9,9,NEOG,41
17,1701,12,2014,14,11,17,1701,999,999,9,9,320,320,9,9,IGNORADO,NEOG
1,0101,12,2014,7,10,1,0106,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
18,1801,12,2014,4,11,18,1804,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0506,12,2014,22,9,5,0506,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0506,12,2014,26,5,5,0506,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1401,12,2014,11,9,5,0502,999,999,9,9,320,320,9,9,92,NEOG
10,1002,12,2014,29,8,11,1106,999,999,9,9,320,320,9,1,61,NEOG
10,1001,12,2014,11,7,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,25,9,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,12,2014,27,10,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
12,1207,12,2014,30,10,12,1207,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0501,12,2014,12,9,5,0501,999,999,9,9,320,320,9,1,IGNORADO,23
1,0101,12,2014,10,11,1,0106,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2007,12,2014,29,9,20,2007,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
1,0115,12,2014,13,11,1,0115,999,999,9,9,320,320,9,1,NEOG,NEOG
21,2101,12,2014,23,10,21,2106,999,999,9,9,320,320,9,9,61,NEOG
15,1508,12,2014,14,10,15,1508,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
21,2101,12,2014,3,11,21,2102,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
1,0101,12,2014,29,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
9,0914,12,2014,26,9,9,0901,999,999,9,9,320,320,9,9,83,NEOG
1,0101,12,2014,26,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,12,2014,16,7,1,0101,999,999,9,9,320,320,9,9,43,41
1,0101,12,2014,21,10,1,0101,999,999,9,9,320,320,9,9,NEOG,23
14,1404,12,2014,27,10,14,1404,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
21,2102,12,2014,30,9,21,2102,999,999,9,9,320,320,9,9,92,NEOG
21,2101,12,2014,20,11,21,2101,999,999,9,9,320,320,9,9,NEOG,NEOG
20,2001,12,2014,4,8,20,2001,999,999,9,9,320,320,9,9,NEOG,IGNORADO
19,1902,12,2014,5,11,19,1902,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,0922,12,2014,27,8,9,0920,999,999,9,9,320,320,9,9,NEOG,NEOG
18,1801,12,2014,29,10,18,1801,999,999,9,9,320,320,9,9,92,IGNORADO
20,2001,12,2014,30,4,20,2001,999,999,9,9,320,320,9,1,43,IGNORADO
18,1805,12,2014,18,8,18,1805,999,999,9,9,320,320,9,9,61,NEOG
1,0101,12,2014,2,10,1,0103,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0503,12,2014,31,3,5,0503,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,19,9,1,0108,999,999,9,9,320,320,1,1,52,NEOG
10,1001,12,2014,18,11,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,2,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,12,2014,1,10,1,0101,999,999,9,9,320,320,1,9,NEOG,NEOG
18,1805,12,2014,20,11,18,1804,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,18,9,1,0101,999,999,9,9,320,320,9,9,52,NEOG
5,0501,12,2014,10,6,5,0501,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1003,12,2014,11,11,10,1010,999,999,9,9,320,320,1,1,61,NEOG
1,0101,12,2014,17,9,22,2207,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,16,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
5,0509,12,2014,24,10,14,1421,999,999,9,9,320,320,9,9,NEOG,NEOG
16,1609,12,2014,23,9,16,1609,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0505,12,2014,14,10,5,0501,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,17,10,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,0401,12,2014,3,11,4,0401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2001,12,2014,18,6,20,2001,999,999,9,9,320,320,9,1,92,IGNORADO
4,0416,12,2014,28,11,4,0416,999,999,9,9,320,320,9,9,75,NEOG
14,1404,12,2014,8,10,14,1404,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,16,7,1,0106,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,16,10,3,0301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,18,9,22,2211,999,999,9,9,320,320,9,9,33,41
1,0101,12,2014,17,6,1,0101,999,999,9,9,320,320,9,9,34,43
19,1901,12,2014,13,10,19,1901,999,999,9,9,320,320,9,9,NEOG,NEOG
2,0201,12,2014,27,10,2,0201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
2,0201,12,2014,7,10,2,0201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
2,0201,12,2014,26,9,2,0207,999,999,9,9,320,320,1,9,61,NEOG
18,1801,12,2014,13,10,18,1804,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
2,0201,12,2014,13,11,2,0207,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,12,2014,6,11,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,12,2014,25,7,1,0101,999,999,9,9,320,320,9,9,83,NEOG
